t,x_1,y_1,vx_1,vy_1,x_2,y_2,vx_2,vy_2,x_3,y_3,vx_3,vy_3
5.972695034345144,1.3899054983116408e-09,2.7969234732581454e-08,-4.712228164841823e-08,8.570172514868641e-08,0.42176765236934494,-0.5781807869383473,1.0097425591967992,0.9865486865952661,-0.4217676537598149,0.5781807589675482,-1.0097425120746806,-0.9865487722976097
6.235812676411417,-2.8757442464031806e-08,5.67829050643549e-08,-2.1262541452390547e-07,1.2447095117250494e-07,0.623896905421211,-0.25824494500173917,0.477875602968468,1.404865494154529,-0.6238968766643759,0.2582448882171071,-0.47787539034321647,-1.4048656186260988
6.4359187198100605,-9.705793319309993e-08,7.690427210709144e-08,-4.971996059443874e-07,4.6332911615576685e-08,0.6658177168511156,0.036237569578758455,-0.06818467631398362,1.4980514596397396,-0.6658176197939045,-0.036237646484375385,0.06818517351215858,-1.4980515059664148
6.636024763208704,-2.3757006982571166e-07,5.575818042827639e-08,-9.23805398191361e-07,-3.272738243593197e-07,0.597787129231804,0.32483228491206223,-0.5971231234813409,1.3481938822614814,-0.5977868916627409,-0.32483234067052846,0.597124047285338,-1.3481935549841062
6.86007110559242,-4.989322224106907e-07,-1.2167955231140426e-07,-1.3744663862772842e-06,-1.3955416658594245e-06,0.4121066124028743,0.5872108301231522,-1.023522857727391,0.9678863501923907,-0.41210611347055337,-0.5872107084430901,1.0235242322109013,-0.967884954647174
7.084117447976135,-8.172857881665855e-07,-6.394228709133853e-07,-1.3347776457279797e-06,-3.392726721797188e-06,0.15625031937167644,0.7524189934389784,-1.2242595234774187,0.5039248738090081,-0.15624950208220617,-0.7524183540148022,1.224260858269018,-0.5039214810787356
7.350871623619352,-1.007808988639838e-06,-2.0030891137617703e-06,2.9062665245507537e-07,-7.053399248124342e-06,-0.17488314926441628,0.8160804846465333,-1.2226181566366103,-0.012221251160411173,0.17488415708041266,-0.8160784815547979,1.222617866020196,0.012228304559441572
7.617625799262569,-3.883261686636484e-07,-4.5020446760267825e-06,5.014354230315439e-06,-1.1817204358087751e-05,-0.4813293436120245,0.755542321692658,-1.0545910596358457,-0.42196430731843637,0.4813297319480262,-0.7555378196461291,1.054586045293034,0.4219761245150867
7.934637409817847,2.9247090816377505e-06,-9.200599295885853e-06,1.7438935155942874e-05,-1.767767449853499e-05,-0.7681090947154303,0.5643759912640518,-0.7404528739600129,-0.7577019598810938,0.7681061700272865,-0.5643667906653466,0.7404354351178141,0.7577196375478846
8.402888901478708,1.964968416941897e-05,-1.833634103133972e-05,6.049250638962337e-05,-1.812236365006477e-05,-0.986324224905128,0.14431771753827805,-0.18122040859478838,-0.9872390923283527,0.9863045753661881,-0.14429938120144647,0.18115991665164932,0.9872572146842951
8.907841072517698,7.457705954966461e-05,-1.7629285402280927e-05,0.00017266999735819034,4.06909752470034e-05,-0.9189198893298846,-0.35040274472419974,0.44514716568977386,-0.9183806476227916,0.9188453126980163,0.3504203740015104,-0.44531983513051876,0.918339956639837
9.174321263683115,0.0001337079465636422,6.597082586843165e-06,0.00027695371304631896,0.0001589363830182067,-0.7584480228175934,-0.5744859055455767,0.7545181363605679,-0.7468584037248409,0.7583143154470375,0.5744793084528437,-0.7547950895170019,0.7466994673341083
9.440801454848533,0.00022457898668417465,8.18326715828028e-05,0.0004057856829969153,0.0004473635947956714,-0.5204807241717451,-0.7391139078633004,1.0217786197618002,-0.4702001345322034,0.520256145909395,0.7390320751795159,-1.022184404888185,0.4697527709296936
9.583825091912079,0.0002868362689024593,0.00016530168571824824,0.0004595112648847105,0.0007424533508938261,-0.36593977161014246,-0.792770738933603,1.1346712820018847,-0.27445063652581103,0.3656529361451828,0.7926054372345797,-1.1351307927101573,0.2737081831672031
9.80860806657005,0.00038799344594760333,0.0004157964903823481,0.00038691303715843303,0.0015837061715968039,-0.09697783534815396,-0.813754227792455,1.2409849373419464,0.10125972884787554,0.09658984283126604,0.8133384312870335,-1.2413718498224928,-0.10284343502718646
9.979557624508086,0.0004229766220550818,0.0007766631329381676,-7.625865017566689e-05,0.0027300945021620795,0.11601880340634474,-0.7683651890714324,1.2358929969900911,0.4354451590118343,-0.1164417790041875,0.767588525922136,-1.2358167377833036,-0.4381752535217171
10.0,0.0004203827545550377,0.0008342609723697358,-0.00017982586511095924,0.0029065867570210206,0.14121396768113093,-0.7590354189471968,1.2288476421321706,0.47739213079491866,-0.1416343494000952,0.758201157958311,-1.2286678157104476,-0.4802987175596604
